publish_status,event_id,color,event_name,event_description,event_start_date,event_start_time,event_end_date,event_end_time,evo_tz,time_ext_type,hide_end_time,event_gmap,yearlong,featured,evo_location_id,location_name,event_location,location_description,location_latitude,location_longitude,location_link,location_img,evo_organizer_id,event_organizer,organizer_description,evcal_org_contact,evcal_org_address,evcal_org_exlink,evo_org_img,evcal_subtitle,learnmore link,image_url,repeatevent,frequency,repeats,repeatby,event_type,event_type_slug,event_type_2,event_type_2_slug,
draft,25510,4bb5d8,"Mixer &amp; Ice at LaLuz Rooftop Bar Hua Hin","Introducing LaLuz Rooftop Hua Hin The brand new rooftop bar located in the heart of town where you can revel in the ambience of music with a variety of drinks. Every Monday catch Mixer &amp; Ice 9p to 12:30a Enjoy live music\, a cold beverage and beautiful view of Hua Hin. The highlight is catching the sunset and feeling the breeze from our rooftop. SPECIAL DRINK PROMOTION - Buy 2 Drinks &amp; Get 1 Free / Chang &amp; Leo 3 large bottles 290 baht / Singha large bottle 300 bahtJoin us today at La Luz Rooftop Bar\, Hua Hin. 5th floor ???? 080 - 065 - 3634","05/06/2024","09:00:PM","05/06/2024","11:45:PM","Asia/Bangkok","n",no,no,,no,"7447","LaLuz Rooftop Bar Hua Hin",,"LaLuz Rooftop Bar Hua Hin",,,"https://maps.app.goo.gl/gauTYvtQNqe6XGpL9","Array","7448","LaLuz Rooftop Bar Hua Hin","LaLuz Rooftop Bar Hua Hin",,,,"25499","Mixer &amp; Ice at LaLuz Rooftop Bar Hua Hin - Acoustic Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/05/Mixer-Ice-LaLuz-Monday.jpg,yes,"weekly","52",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,25509,4bb5d8,"Jee &amp; Bank at LaLuz Rooftop Bar Hua Hin","Introducing LaLuz Rooftop Hua Hin The brand new rooftop bar located in the heart of town where you can revel in the ambience of music with a variety of drinks. Every Tuesday catch Bank 8p to 10p and Jee &amp; Bank 10:30p until 12:30a Enjoy live music\, a cold beverage and beautiful view of Hua Hin. The highlight is catching the sunset and feeling the breeze from our rooftop. SPECIAL DRINK PROMOTION - Buy 2 Drinks &amp; Get 1 Free / Chang &amp; Leo 3 large bottles 290 baht / Singha large bottle 300 bahtJoin us today at La Luz Rooftop Bar\, Hua Hin. 5th floor ???? 080 - 065 - 3634","05/07/2024","08:00:PM","05/07/2024","11:45:PM","Asia/Bangkok","n",no,no,,no,"7447","LaLuz Rooftop Bar Hua Hin",,"LaLuz Rooftop Bar Hua Hin",,,"https://maps.app.goo.gl/gauTYvtQNqe6XGpL9","Array","7448","LaLuz Rooftop Bar Hua Hin","LaLuz Rooftop Bar Hua Hin",,,,"25499","Jee &amp; Bank @ LaLuz Rooftop Bar Hua Hin - Acoustic Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/05/Bank-Jee-Bank-LaLuz-Tuesday.jpg,yes,"weekly","52",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,25500,4bb5d8,"Mac &amp; Disk at LaLuz Rooftop Bar Hua Hin","Introducing LaLuz Rooftop Hua Hin The brand new rooftop bar located in the heart of town where you can revel in the ambience of music with a variety of drinks. Every Saturday catch Mac &amp; Disk 7:30p to 9:30p Enjoy live music\, a cold beverage and beautiful view of Hua Hin. The highlight is catching the sunset and feeling the breeze from our rooftop. SPECIAL DRINK PROMOTION - Buy 2 Drinks &amp; Get 1 Free / Chang &amp; Leo 3 large bottles 290 baht / Singha large bottle 300 bahtJoin us today at La Luz Rooftop Bar\, Hua Hin. 5th floor ???? 080 - 065 - 3634","05/04/2024","07:30:PM","05/04/2024","09:30:PM","Asia/Bangkok","n",no,no,,no,"7447","LaLuz Rooftop Bar Hua Hin",,"LaLuz Rooftop Bar Hua Hin",,,"https://maps.app.goo.gl/gauTYvtQNqe6XGpL9","Array","7448","LaLuz Rooftop Bar Hua Hin","LaLuz Rooftop Bar Hua Hin",,,,"25499","Mac &amp; Disk @ LaLuz Rooftop Bar Hua Hin - Acoustic Pop ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/05/Mac-Disk-LaLuz-Saturday.jpg,yes,"weekly","52",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,25491,4bb5d8,"Live Music at LaLuz Rooftop Bar Hua Hin","Introducing LaLuz Rooftop Hua Hin The brand new rooftop bar located in the heart of town where you can revel in the ambience of music with a variety of drinks. Every Sunday catch Disk 8p to 10p and Opel &amp; Tae 10:30p until 12:30a Enjoy live music\, a cold beverage and beautiful view of Hua Hin. The highlight is catching the sunset and feeling the breeze from our rooftop. SPECIAL DRINK PROMOTION - Buy 2 Drinks &amp; Get 1 Free / Chang &amp; Leo 3 large bottles 290 baht / Singha large bottle 300 bahtJoin us today at La Luz Rooftop Bar\, Hua Hin. 5th floor ???? 080 - 065 - 3634","05/05/2024","08:00:PM","05/05/2024","11:45:PM","Asia/Bangkok","n",no,no,,no,"7447","LaLuz Rooftop Bar Hua Hin",,"LaLuz Rooftop Bar Hua Hin",,,"https://maps.app.goo.gl/gauTYvtQNqe6XGpL9","Array","7448","LaLuz Rooftop Bar Hua Hin","LaLuz Rooftop Bar Hua Hin",,,,"25499","Live Music at LaLuz Rooftop Bar Hua Hin",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/05/Disk-Opel-Tae-at-LaLuz-Sunday.jpg,yes,"weekly","52",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,25397,4bb5d8,"Kim &amp; Barry at The Lodge","Come to join us this Saturday 8 June and have a relaxed dinner while enjoying the wonderful music of Kim &amp; Barry. From 6.30p to 9.30p\, you will be delighted with our exquisite culinary offer and let the jazzy melodies of this talented duo enrapture you. Make your reservations now through FB IG messages or call us at 0654970381 See you on Saturday! *Kim &amp; Barry are certified volunteers for Jungle Aid Foundation and will collect any collaborations that the guests want to deliver. We hope you can join us to live a cool and relaxing night out with your friends and family in our exclusive venue in Hin Lek Fai https://maps.app.goo.gl/9MHvftthgJrSShoH6 Make your reservations through FB IG messages or call us at 0654970381 The Lodge is a stylish yet cosy country side restaurant serving International and Thai cuisine. Perfect for casual or fine dining open 7 days a week 5p until 11p","06/08/2024","06:30:PM","06/08/2024","09:00:PM","Asia/Bangkok","n",no,no,,no,"3353","The Lodge Hua Hin","Hin Lek Fai,","The Lodge Hua Hin",,,"https://goo.gl/maps/pWz5xz9fg1FhVfCAA","Array","7254","The Lodge Hua Hin","The Lodge Hua Hin",,,,"25400","Kim &amp; Barry @ The Lodge - Acoustic Jazz",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/FB_IMG_1717501203364.jpg,no,"weekly","52",,"1832,2157,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,25380,4bb5d8,"Surf Break Party Beach Market at Pineapple Surf Club Hua Don","Beach Party &amp; Market Event - Live Music by Kiki &amp; Squid on Top - DJ's - Maftsai &amp; Ben BKK Fun activities along Hua Don Beach\, Khao Takiab\, Hua Hin Saturday &amp; Sunday 4 &amp; 5 May 2p until 11p.Surf Break Party Beach Market\, the annual end-of-surfing season party event. The market is full of hip things. Both food and use and craft drinks from local and foreign countries who will join in saying goodbye before the monsoon along with fun music from the Trasher Bkk group. Let me tell you\, it's definitely fun.Shop booths are still open. I'll post more details soon. Parking: Private parking ramp\, Hua Don ferry pier. See you soon.","05/04/2024","02:00:PM","05/05/2024","11:00:PM","Asia/Bangkok","n",no,no,,no,"4915","Pineapple Beach Club",,"Pineapple Beach Club",,,"https://maps.app.goo.gl/YgbjRCCTT8YD2LAU6","21786","7253","Surf Break Party","Surf Break Party",,,,"25383","Surf Break Party Beach Market Beach Party &amp; Market Event - Live Music by Kiki &amp; Squid on Top - DJ&#039;s - Maftsai &amp; Ben BKK  @ Pineapple Surf Club Hua Don Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Surf-Break-Beach-2.jpg,no,,"1",,"6763,2695,3985,1827,3986,3997,3987,","Thai Rock","4266,4267,","Music/Gigs Calendar",
publish,25257,4bb5d8,"Viem and Mr Robert at Little Saigon Hua Hin","Viem plays acoustic blues\, rock and pop Friday 19 April at 6:30p followed by the R&amp;B acoustic stylings of Mr Robert at 7:30p Authentic\, fresh and delicious Vietnamese Banh Mi sandwiches\, friendly staff and an nice atmosphere. Located on Soi Mae Kep 2 in the heart of the Hua Hin Miusic District Open Tuesday thru Sunday Noon to Midnight","04/19/2024","06:30:PM","04/19/2024","10:00:PM","Asia/Bangkok","n",no,yes,"no",no,"4890","Little Saigon Hua Hin",,"Little Saigon Hua ",,,"https://maps.app.goo.gl/3a3XY8FTJKcM4bqB7","21331","4891","Little Saigon Hua Hin","Little Saigon Hua Hin",,,,"21331","Viem at Little Saigon Hua Hin - Blues - Blues Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/received_2355294548009564.jpeg,no,,"1",,"1832,1829,3990,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,25254,4bb5d8,"Woodstock Blues Festival 2024 at Woodstock Hua Hin","Join us for the 1st ever Woodstock Blues Festival 2024 on Wednesday 24 April 8pPerforming will be the incredible Mr. Chai Blues &amp; Nurse The Voice\, Hua Hin's premier Ped Bluesman &amp; Friends Feat. Moo Claude and the exciting Prathan Blues Trio.Don't miss this!! For the finest blues in any style; Traditional\, Memphis\, Delta\, Chicago\, St. Louis or Texas\, you will find it right here at Woodstock Hua Hin Blues and R &amp; B. 9:00 pm. Till late!! Woodstock open Tuesday thru Sunday 4p - MidnightClosed every Monday during low seasonReserve your table by direct message or by calling 087-696-3293","04/24/2024","08:00:PM","04/24/2024","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"3761","Woodstock Hua Hin","Hua Hin 88 ,","",,,"https://maps.app.goo.gl/iEVg6m9F3baNjMe58","22499","3762","Woodstock Hua Hin","Woodstock Hua Hin",,"Hua Hin 88 , Hua Hin, Thailand, Prachuap Khiri Khan",,"22499","Woodstock Blues Festival 2024 @ Woodstock Hua Hin - Blues - R&amp;B ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Woostock-Blues-Festival.jpg,no,"weekly","48",,"1829,1827,3764,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,25249,4bb5d8,"F1 Shanghi Chinese Grand Prix 2024 Racing at Filthy Pilot Social Club","Check out Filthy Pilot Social Club for exciting Formula 1 RacingFriday\, Saturday &amp; Sunday 19\, 20\, 21 at 1:30p. FPSC promises to show the qualifications and full race with dynamic sound. Also\, while you're watching\, enjoy their full bar and select anything on the menu at Pizza Garden Restaurant. Filthy Pilot Social Club is chill and relaxing nightspot located in the Soi 94 entertainment district and is open Wednesday to Saturday 5p until midnight","04/19/2024","01:30:PM","04/21/2024","06:00:PM","Asia/Bangkok","n",no,no,,no,"6716","Filthy Pilot Social Club",,"Sip Society Bar ",,,"https://maps.app.goo.gl/979U8JMFc4Hi4MFt9","Array","6784","Filthy Pilot Social Club","Filthy Pilot Social Club",,,,"24589","F1 Shanghi Chinwese Grand Prix 2024 Racing @ Filthy Pilot Social Club",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/F1-FPSC.jpg,yes,"daily","3",,"7150,3233,1789,","Sports/Sporting Event","4268,","Sports Calendar",
publish,25230,4bb5d8,"Music and Magic at Little Saigon Restaurant","Little Saigon presents a music and comedy magic spectacular. Featuring DJ Dusty Relic\, songs from resident singer Jisette and internationally acclaimed comedy magician Dr. Penguin! He's traveled the globe\, entertaining audiences from the high society and royalty of the UK\, Brunei\, Thailand\, Nepal\, Bhutan\, Malaysia\, Denmark\, to the smallest villages in Papua New Guinea\, Nepal\, India\, Laos\, and every place in between. Dr. Penguin's performances are a unique blend of comedy and magic\, which he developed while performing on the road in North Africa and Europe with his Magic Circus. Saturday 20 April. Message now to book in advance (this event will sell out) for dinner at 6 or 7pm\, show starts at 8pm. Children welcome. Tickets only 300 Baht (children 150)\, dinner at normal menu price. Open 7 days 12p until Midnight Phone - 096 130 6101 Located on Soi Mae Mae Kep 2","04/20/2024","07:00:PM","04/20/2024","11:00:PM","Asia/Bangkok","n",no,no,,no,"4890","Little Saigon Hua Hin",,"Little Saigon Hua ",,,"https://maps.app.goo.gl/3a3XY8FTJKcM4bqB7","21331","4891","Little Saigon Hua Hin","Little Saigon Hua Hin",,,,"21331","Music &amp; Magic @ Little Saigon Restaurant - DJ Rusty Rellic, Jisette &amp; Magician Dr. Penguin",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Little-Saigon-Magic-Show.jpg,no,,"1",,"1832,3996,3985,2686,1827,","Music Event","4266,4267,","Music/Gigs Calendar",
draft,25228,4bb5d8,"JeeFar Duo at Beer Collection Hua Hin","Sit back with a frosty beverage and groove with the acoustic sounds of Miss Jee Jee playing all your favorite pop songs from the every Monday night 8:15p until 10:15p A new hip and happening restaurant in Hua Hin with a chill atmosphere\, live music\, and a wide selection of craft beers to choose from. Whether you're looking for something sour\, sweet\, or bitter\, Beer Collection Hua Hin has something for every beer lover. Perfect for any occasion\, whether it's a get-together\, a party\, or just a chill night out solo. Don't miss out!Enjoy dinner and a large selection of beersFloor G\, Bluport Mall Hua Hin\, Don't miss the fun!Come and see us at Beer Collection Hua Hin\, G floor\, Bluport Hua Hin Open 7 days a week 9a until midnight","04/22/2024","08:15:PM","04/22/2024","10:15:PM","Asia/Bangkok","n",no,yes,"no",no,"6647","Beer Collection Hua Hin",,"Beer Collection Hua Hin",,,"https://maps.app.goo.gl/uN7KoUq5tKEkXC6n7","Array","6646","Beer Collection Hua Hin","Beer Collection Hua Hin",,,,"24439","JeeFar Duo @ Beer Collection Hua Hin - Pop - Rock - Contemporary Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/JeeFar-Duo-Beer-Collection.jpg,yes,"weekly","200",,"1832,3990,3985,1827,3988,3764,3975,1833,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,25213,4bb5d8,"Pizza Buffet - Cocktails and dreams","All you can eat Pizza and Salad - 299 THB special offer for the&nbsp;#Huahinfoodies&nbsp;members Choice of: Hawaiian&nbsp;PepperoniSpicy chorizoFungiMargaritaVegetarianBBQ chicken and sweetcorn","04/13/2024","01:00:PM","04/13/2024","11:59:PM","Asia/Bangkok","n",yes,no,,no,,,,,,,,,"7214","Cocktails and dream","10, 396 Soi 94, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110",,,,,"All you can eat Pizza and Salad - 299 THB special offer for the #Huahinfoodies members",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/image-2.jpeg,no,,"1",,"7225,","pizza party","4008,","Food-Drinks Calendar",
publish,25169,4bb5d8,"Elephant &amp; us","Join us on an unforgettable cultural experience in the Hat Kham subdistrict of Kui Buri; on the edge of Kui Buri National Park. Each of the experiences is thoughtfully designed to immerse you in the world of wildlife co-existence. Elephant Conservation Experience the noble work of the Bring The Elephant Home Foundation\, dedicated to enhancing elephant survival. Engage in initiatives which help foster harmony between humans and elephants\, creating a world where both can thrive together. Witness first-hand how conservation efforts are transforming local communities\, promoting sustainable co-existence and restoring natural habitats. Tom Yum Farming Participate in the Tom Yum Project\, an innovative initiative that intertwines agricultural practices with elephant conservation efforts. Inspired by Tom Yum\, the famous Thai hot 'n' sour soup\, the project focuses on cultivating crops like chilli\, garlic\, lemongrass\, galangal\, kaffir lime\, onion and coriander\, which are key ingredients of Tom Yum and\, importantly\, unattractive to elephants. This strategic choice of crops serves as a natural deterrent\, protecting farmlands\, while generating income for the local farmers. To enhance the diversity and sustainability of this approach\, the project incorporates additional elephant-repellent crops such as lime\, ginger\, chamomile\, mint\, basil\, turmeric and citronella. By encouraging farmers to shift from mono-cropping practices that negatively impact biodiversity and attract elephants\, the Tom Yum Project not only promotes human-elephant co-existence but also fosters a variety of livelihoods\, boosts rural employment and plays a crucial role in preserving the vital ecosystems of Thailand. Beehive Fences In Thailand\, beehive fences have emerged as an ingenious and peaceful solution to the growing conflicts between local farmers and the majestic elephants that once roamed freely in what are now agricultural lands. This innovative approach\, arising from the need to balance the increasing demands for resources by both humans and elephants\, utilises the natural deterrent effect of bees to prevent elephants from encroaching on farmlands. The strategic placement of beehive fences around crop fields not only effectively reduces damage caused by Asian elephants but also offers an added benefit of supplemental income for farmers through the production of honey and wax; this offers guests a chance to craft their own lip balm. This eco-friendly beehive fence method has shown great promise in mitigating violent encounters between people and these grand creatures\, paving the way for a harmonious coexistence and a sustainable future for both communities. Cook Your Lunch Immerse yourself in Thai culture by preparing your own traditional lunch. Forage for fresh ingredients in the garden and learn how to cook a delicious Thai meal. This hands-on experience culminates in a communal dining experience\, enjoying your creations in true Thai style. Tie-Dye Workshop Offering a unique opportunity for creative expression through the vibrant transformation of fabric\, Tie-dye is a craft with a rich tradition. This process involves various resist dyeing techniques where fabric is folded\, twisted\, pleated\, or crumpled and then securely bound using string or rubber bands. In this tie dye workshop\, you will be using the region's unique dark orange earth as the colour base; this imparts a vivid orange in the patterns on the fabric\, creating a one-of-a-kind design. Under the guidance of local experts\, you will have the chance to craft your own custom-made scarf. This hands-on experience not only ignites your creativity but also leaves you with a sustainable and personal memento of your Thai adventure\, blending traditional techniques with your individual artistic flair. Go Wild On Safari Embark on an exciting safari through the Kui Buri National Park in an open-air vehicle. Explore diverse ecosystems and possibly encounter a variety of wildlife in their natural habitat; from majestic elephants to gaurs\, deer\, wild boars and an array of birds and reptiles\, each safari offers a unique and thrilling experience\, with different sightings each day. Join us on this full-day experience and prepare for an unforgettable cultural immersion\, as you spend time at the Bring The Elephant Home Foundation. From hands-on experiences to cooking your own lunch\, 'Elephants &amp; Us: A Kui Buri Encounter' promises a memorable experience in the Thai wilderness. WHO SHOULD DO THIS TOUR? This tour is for the person who wants to not only see wildlife\, but also understand how local villagers are working towards supporting themselves and co-existing with elephants; prepare to get involved! Where: Kui Buri Operates: Daily 9:30am to 6:30pm Duration: Approx 9 hours Group Size: Min 4 People / Max 8 People Walking Distance: None\, as we use an a/c minivan Transport: Tour departs from the Hua Hin Clocktower Food Included: Tom Yum tea\, Thai lunch and water. Note:This tour is suitable for Vegans &amp; Vegetarians however please let us know upon booking. It's not suitable for celiacs or those with other food restrictions/allergies. Adult Price 12+ years: 3150 THB Child Price 6 to 11 years: 2650 THB","04/18/2024","09:30:AM","04/18/2024","06:30:PM","Asia/Bangkok","n",no,no,,no,"3265","Hua Hin Clock Tower","Hua Hin,","",,,"https://goo.gl/maps/kAe7mahLWugsJcJw6",,,,,,,,,"Join us on an unforgettable cultural experience in the Hat Kham subdistrict of Kui Buri; on the edge of Kui Buri National Park.",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434649281_916264370504067_8853395012186820548_n-1.jpg,no,,"1",,"4599,","Animals","4266,","Main Calendar",
draft,25105,4bb5d8,"Flamenco Night"," Join us for a night of Flamenco. Immerse yourself in the beautiful sound of Spanish guitar. Enjoy the unforgettable performance of a stunning Flamenco dancer\, Carla Soledad Rivera\, and a charming voice of Luisa Garcia Lanzas  ???????????????????? ????????????????????????????????????????Flamenco dancer\, Carla Soledad Rivera&nbsp;Spanish guitar and singer\, Luisa Garcia LanzasSpanish delights you should definitely trySpanish wines&nbsp; Time: 18:00 onwardsPlace: The Beach at Anantasila For more information\, and reservation please contact &nbsp;0816488364&nbsp;events@anantasila.com&nbsp;Line:&nbsp;https://lin.ee/xFWG1UZ&nbsp;WhatsApp +66 816488364","04/27/2024","06:00:PM","04/27/2024","11:59:PM","Asia/Bangkok","n",yes,no,,no,"4314","Anantasila Beach Resort Hua Hin",,"Anantasila Beach Resort Hua Hin",,,"https://maps.app.goo.gl/spQQqKiQPfBj1JX98","Array",,,,,,,,"Immerse yourself in the beautiful sound of Spanish guitar.",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434988097_948780730581316_2857854803574483481_n.jpg,no,,"1",,"6707,3389,","Latin Dance","4266,","Main Calendar",
publish,25109,4bb5d8,"Nuvo at Chom Chan Night Club","Let's please the teenagers of the 90's' this Saturday\, April 13with the concert 'Nuvo Full Circle'????Come back to the past with us here. Chomchan Brewery ???????? Admission ticket 400 baht per person.???? There is a table fee of 600 baht and you get 1 bottle of Silvernized liquor.???? Reserve first and have the right to choose a table first.???? Table reservations open today.???? https://line.me/ti/p/sF5bXRp1JQ???? https://line.me/ti/p/OBofBNMHRO(Click the link to add Line) ????0937841077????0837125419????0922864587","04/13/2024","09:00:PM","04/13/2024","11:45:PM","Asia/Bangkok","n",no,no,,no,"4035","Chom Chan Nightclub Hua Hin",,"Chom Chan Nightclub Hua Hin",,,"https://goo.gl/maps/JrRMr1sFP9daiZFe7","18993","4036","Chom Chan Nightclub Hua Hin","Chom Chan Nightclub Hua Hin",,,,"18993","Nuvo @ Chom Chan Night Club - Contemporary Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Nuvo-4-13-Chom-Chan.jpg,no,,"1",,"1785,4288,3985,4256,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,25098,4bb5d8,"Friday workshop-Glass Paint Cup","Friday workshop-Glass Paint Cup - **Material Fee:** 299 (Includes all materials)&nbsp;The price also includes a welcome drink from MY Honeypie. Choose from coffee\, tea\, or a soft drink. - **Date:** April 19th(Friday) - **Sessions:** Feel free to drop in anytime between 9:30-11:30.&nbsp;The workshop runs from 9:30 to 13:30. Painting on a glass cup with glass pigment will create a transparent effect once it dries. Unleash your artistic side at our delightful art &amp; craft workshop! Enjoy a crafting morning at MY Honeypie.","04/19/2024","09:30:AM","04/19/2024","01:30:PM","Asia/Bangkok","n",no,no,,no,"6410","MY Honeypie","256/1 Petchkasem Road, Tambon Hua Hin, Hua Hin, Thailand, Prachuap Khiri Khan","",,,,,,,,,,,,"Friday workshop-Glass Paint Cup",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434303189_337370305986290_6816890994430120808_n-1.jpg,no,,"1",,"2484,1781,","Workshop","4266,","Main Calendar",
publish,25093,4bb5d8,"DJ LOV13 at East Rooftop Lounge","Let the music ignite your senses at East Rooftop Lounge. With DJ LOV13 on the decks Friday 12 April from 9pm\, get ready for a night filled with electrifying energy and non-stop dance floor magic! Embrace the vibe in your best floral attire &amp; dance to the beats of the talented DJ ???????????????????? Remember - NO WATER GAMES allowed at East during Songkran for security reasons. Happy Hour every day 5p-7p G Hotel Mall - Hua Hin 94 Open from 5pm - MidnightBookings &amp; Infos - 097 016 0011","04/12/2024","09:00:PM","04/12/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4023","East Rooftop Lounge","250/201 Petchkasem, G Hua Hin Resort &amp;amp; Mall","East Rooftop Lounge",,,"https://maps.app.goo.gl/pxyTvZ4oKqhA4ZX1A","22745","4024","East Rooftop Lounge","
EAST rooftop bar, high above Hua Hin. DJs, dancing, cocktails and tasty food. Enjoy tasty cocktails






",,,,"24049","DJ LOV13 @ East Rooftop Lounge - House - Techno - Dance",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/East-12-April.jpg,no,,"1",,"2686,3999,4000,1827,4030,","Techno","4267,","Music/Gigs Calendar",
publish,25059,4bb5d8,"Elephants &amp; Us - a Kui Buri Experience","Join us on an unforgettable cultural experience in the Hat Kham subdistrict of Kui Buri; on the edge of Kui Buri National Park. Each of the experiences is thoughtfully designed to immerse you in the world of wildlife co-existence. Elephant ConservationExperience the noble work of the Bring The Elephant Home Foundation\, dedicated to enhancing elephant survival. Engage in initiatives which help foster harmony between humans and elephants\, creating a world where both can thrive together. Witness first-hand how conservation efforts are transforming local communities\, promoting sustainable co-existence and restoring natural habitats. Tom Yum FarmingParticipate in the Tom Yum Project\, an innovative initiative that intertwines agricultural practices with elephant conservation efforts. Inspired by Tom Yum\, the famous Thai hot 'n' sour soup\, the project focuses on cultivating crops like chilli\, garlic\, lemongrass\, galangal\, kaffir lime\, onion and coriander\, which are key ingredients of Tom Yum and\, importantly\, unattractive to elephants. This strategic choice of crops serves as a natural deterrent\, protecting farmlands\, while generating income for the local farmers. To enhance the diversity and sustainability of this approach\, the project incorporates additional elephant-repellent crops such as lime\, ginger\, chamomile\, mint\, basil\, turmeric and citronella. By encouraging farmers to shift from mono-cropping practices that negatively impact biodiversity and attract elephants\, the Tom Yum Project not only promotes human-elephant co-existence but also fosters a variety of livelihoods\, boosts rural employment and plays a crucial role in preserving the vital ecosystems of Thailand. Beehive FencesIn Thailand\, beehive fences have emerged as an ingenious and peaceful solution to the growing conflicts between local farmers and the majestic elephants that once roamed freely in what are now agricultural lands. This innovative approach\, arising from the need to balance the increasing demands for resources by both humans and elephants\, utilises the natural deterrent effect of bees to prevent elephants from encroaching on farmlands. The strategic placement of beehive fences around crop fields not only effectively reduces damage caused by Asian elephants but also offers an added benefit of supplemental income for farmers through the production of honey and wax; this offers guests a chance to craft their own lip balm. This eco-friendly beehive fence method has shown great promise in mitigating violent encounters between people and these grand creatures\, paving the way for a harmonious coexistence and a sustainable future for both communities. Cook Your LunchImmerse yourself in Thai culture by preparing your own traditional lunch. Forage for fresh ingredients in the garden and learn how to cook a delicious Thai meal. This hands-on experience culminates in a communal dining experience\, enjoying your creations in true Thai style. Tie-Dye WorkshopOffering a unique opportunity for creative expression through the vibrant transformation of fabric\, Tie-dye is a craft with a rich tradition. This process involves various resist dyeing techniques where fabric is folded\, twisted\, pleated\, or crumpled and then securely bound using string or rubber bands. In this tie dye workshop\, you will be using the region's unique dark orange earth as the colour base; this imparts a vivid orange in the patterns on the fabric\, creating a one-of-a-kind design. Under the guidance of local experts\, you will have the chance to craft your own custom-made scarf. This hands-on experience not only ignites your creativity but also leaves you with a sustainable and personal memento of your Thai adventure\, blending traditional techniques with your individual artistic flair. Go Wild On SafariEmbark on an exciting safari through the Kui Buri National Park in an open-air vehicle. Explore diverse ecosystems and possibly encounter a variety of wildlife in their natural habitat; from majestic elephants to gaurs\, deer\, wild boars and an array of birds and reptiles\, each safari offers a unique and thrilling experience\, with different sightings each day. Join us on this full-day experience and prepare for an unforgettable cultural immersion\, as you spend time at the Bring The Elephant Home Foundation. From hands-on experiences to cooking your own lunch\, 'Elephants &amp; Us: A Kui Buri Encounter' promises a memorable experience in the Thai wilderness. WHO SHOULD DO THIS TOUR?This tour is for the person who wants to not only see wildlife\, but also understand how local villagers are working towards supporting themselves and co-existing with elephants; prepare to get involved! Where: Kui BuriOperates: Daily 9:30am to 6:30pmDuration: Approx 9 hoursGroup Size: Min 4 People / Max 8 PeopleWalking Distance: None\, as we use an a/c minivanTransport: Tour departs from the Hua Hin ClocktowerFood Included: Tom Yum tea\, Thai lunch and water.Note:This tour is suitable for Vegans &amp; Vegetarians however please let us know upon booking.It's not suitable for celiacs or those with other food restrictions/allergies. Adult Price 12+ years: 3150 THBChild Price 6 to 11 years: 2650 THB","04/18/2024","09:30:AM","04/18/2024","06:30:PM","Asia/Bangkok","n",no,no,,no,"3265","Hua Hin Clock Tower","Hua Hin,","",,,"https://goo.gl/maps/kAe7mahLWugsJcJw6",,,,,,,,,"Join us on an unforgettable cultural experience in the Hat Kham subdistrict of Kui Buri; on the edge of Kui Buri National Park.",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434649281_916264370504067_8853395012186820548_n.jpg,no,,"1",,"4599,","Animals","4266,","Main Calendar",
